body,classification,timestamp,title
"WASHINGTON (Reuters) - Boeing Co documents under review by a U.S. congressional panel appear to point to a ""very disturbing"" picture of commentary from the planemaker's employees over the grounded 737 MAX aircraft, a congressional aide said on Tuesday.  ,The documents were submitted to the House of Representatives transportation infrastructure committee and the Federal Aviation Administration on Monday, the same day Boeing announced the firing of chief executive Dennis Muilenburg amid a crisis over the handling of the aftermath of two fatal crashes. ,The best-selling 737 MAX has been grounded since March. The crashes in Indonesia and Ethiopia within five months killed 346 people. ,""Similar to other records previously disclosed by Boeing, the records appear to point to a very disturbing picture of both concerns expressed by Boeing employees about the company's commitment to safety and efforts by some employees"" to make sure Boeing's production plans were not disrupted, said the aide, who spoke on condition of anonymity. ,Boeing said in a statement that it ""proactively brought these communications to the FAA and Congress as part of our commitment to transparency with our regulators and the oversight committees."" ,The tone and content ""does not reflect the company we are and need to be,"" Boeing said. ,""We have made significant changes as a company in the past nine months to enhance our safety processes, organizations, and culture."" ,The company said on Monday that Boeing board chairman David Calhoun, 62, a former General Electric executive who has been on the board since 2009 would take over from Muilenburg as CEO and president from Jan. 13. ,The latest batch of documents submitted to the FAA contained instant messages from a former Boeing senior pilot, Mark Forkner, according to a person briefed on the matter. ,In October, Boeing turned over 2016 messages to the FAA between Forkner and another pilot that said he might have unintentionally misled the U.S. regulator and raised questions about the performance of a key safety system during testing. ,Boeing had earlier turned over the documents to the Justice Department, which has an active criminal investigation underway into matters related to the 737 MAX plane. ,Boeing is struggling to mend relations with U.S. and international regulators it needs to win over to get the jet back in the air. ,Boeing shares, which have dropped more than 20% over the past nine months, closed down 1.3% to $333 on Tuesday. ",Business News,12/24/2019 17:58,New Boeing 737 MAX documents show 'very disturbing' employee concerns: U.S. House aide
"NEW YORK (Reuters) - Exchange-traded funds that use leverage to offer double or triple the daily return of benchmark U.S. stock indexes rank  among the 10 top-performing funds of the decade, with returns that in some cases neared 2,000%, despite warnings that they are not suitable for most investors.  ,The huge gains for leveraged ETFs reflect the benefits of betting on growth during the longest bull market in history. But they also highlight the subtle ways in which record-low volatility bolstered investors.  ,High volatility hurts leveraged ETFs by adding costs to the daily rebalancing trades necessary to maintain leverage. ,Fund experts and analysts caution that the outsized returns for leveraged funds may not be repeated in the decade ahead.  ,""This was virtually the perfect decade. You had very low volatility, very low borrowing costs, and above-average market returns,"" said William Trainor, a professor at East Tennessee State University who specializes in the study of leveraged ETFs.  ,While leveraged funds will outperform other options in the decade ahead, Trainor said, rising borrowing costs over the next 3 to 4 years will likely weigh on possible gains. ,""I don't think we will see the returns that we've seen again,"" he said.  ,The Direxion Daily Technology Bull 3X ETF (,), for instance, returned nearly 1,920% between the start of 2010 through November of this year, according to Morningstar data, the biggest gain among the roughly 10,000 mutual funds and ETFs available in the United States. The ProShares Ultra QQQ (,), which offers two times the daily return of the Nasdaq 100 index, posted the second-best return with a nearly 1,330% gain over the decade.  ,The top actively managed U.S. stock fund over the decade, by comparison, gained 441%, led by the Virtus KAR Small-Cap Growth fund, the Fidelity Select Retailing fund, and the Berkshire Focus fund.  ,Despite their outperformance, leveraged funds remain more suitable for tactical investors such as hedge funds than long-term investors, said Todd Rosenbluth, director of ETF and mutual fund research at CFRA.  ,""You can be very, very right or very, very wrong [with the use of leverage] and that can also reverse itself relatively quickly,"" he said.  ,Investors in exchange-traded notes that made leveraged bets on volatility, for instance, suffered one-day losses of 90% in February, 2018, after the Dow Jones Industrial Average plunged.  ,Approximately $35 billion in assets is invested in leveraged ETFs and mutual funds, according to Refinitiv Lipper data, with most investors holding the funds for only a few days or weeks at a time.  ,Robert Nestor, president of leveraged-fund provider Direxion, said that the firm is expecting much of its growth to come in providing funds with no net leverage that appeal to longer-term investors interested in issues such as ESG, a catch-all term for investing in companies that focus on environmental, social, and governance issues.  ,""We're looking at things that are relevant to other big pockets of assets and investors that don't have or want high levels or leverage,"" he said.  ",Wealth,12/24/2019 6:10,How risky ETFs won the decade - and why they might not repeat that performance
"(Reuters) - Electric vehicle startup Rivian said on Monday it closed a $1.3 billion investment round led by T. Rowe Price and including existing investors Amazon.com and Ford Motor Co. ,The investment round, which also included BlackRock Inc, is the fourth this year for Rivian and positions the Plymouth, Michigan-based company as one of the better-financed players in a crowded EV manufacturing market where Tesla Inc is the most established player. ,""This investment demonstrates confidence in our team, products, technology and strategy,"" Rivian Chief Executive R.J. Scaringe said in a statement. ,Electric vehicles still make up only a small piece of the global automotive market. While Tesla is the best-known maker,  China and Europe are pushing automakers to roll out EVs, and Ford, General Motors Co and others have announced plans to spend billions of dollars developing the vehicles.  ,Founded in 2009, Rivian plans to build an all-electric pickup truck, the R1T, and the companion R1S SUV, starting in late 2020. Both models are based on a Rivian-designed ""skateboard,"" a chassis that bundles electric motor, batteries and controls and can accommodate a variety of body styles. ,Prior to Monday's announcement, Rivian had raised $2.2 billion from investors, according to investor website PitchBook, and was valued at an estimated $5 billion to $7 billion.   ,The company's total valuation in the wake of the latest investment round was not immediately clear. ,Rivian said on Monday no new board seats were added as a result of the latest investment.  ,T. Rowe Price has placed other bets in the auto sector. It is a large Tesla shareholder and also has invested in GM's majority-owned Cruise self-driving division. T. Rowe Price also invested, along with Amazon, in self-driving car software startup Aurora and British online food delivery company Deliveroo. ,""T. Rowe Price is excited to invest in Rivian as it moves the innovation frontier forward with its compelling sustainable transport solutions for both consumers and businesses,"" T. Rowe Price Growth Stock Fund Portfolio Manager Joe Fath said Monday in an emailed statement. ,Amazon, which has relationships and deals across the auto industry, led a $700 million investment round in Rivian in February. The e-commerce company also ordered 100,000 electric delivery vehicles from Rivian. The first Amazon vans will be built at a former Mitsubishi Motors Corp plant in Normal, Illinois, starting in 2021.     ,Amazon declined to comment on Monday.     ,Ford invested $500 million in Rivian in April and plans to help it begin production in Normal in 2020. ,""We want to maintain a meaningful value in the ownership and future of that company,"" Ford spokesman T.R. Reid said on Monday about Rivian. ,In November, sources told Reuters a battery-powered Lincoln SUV, due in mid-2022, would be the first Ford vehicle to be built on the Rivian skateboard. ,Cox Automotive Inc, owner of the Autotrader online automobile market and Kelley Blue Book car valuation service, invested $350 million in Rivian in September. ",Technology News,12/23/2019 15:28,"Electric vehicle startup Rivian scores $1.3 billion investment from T.Rowe Price, others"
"BOSTON (Reuters) - Activist investors who are shaking up Corporate America with calls for operational fixes, refreshed boards and even sales of a company are delivering their best returns in six years with double-digit gains for 2019 after big losses in 2018. ,The surge in returns is energizing experienced corporate agitators as well as newcomers and may force more companies into costly battles with shareholders over their corporate future next year, managers, lawyers and bankers said. ,Through the end of November, activist managers on average returned 13.09%, according to data from Hedge Fund Research, which tracks various investment strategies' returns. Fueled by high double-digit returns at funds run by William Ackman, Barry Rosenstein and Glenn Welling among others, activists are handily outperforming all other types of hedge funds where the average fund returned 8.5% this year, HFR data shows. ,The gains illustrate a sharp recovery from 2018 when the average activist lost 10.4%, in part because a late-year stock market tumble erased gains at many funds. ,Hedge funds run by activist investors are traditionally reserved for institutional investors and wealthy private clients. ,To be sure, activists are benefiting from this year's strong stock market gains where the Standard & Poor's 500 index , has climbed 28.5% so far. But many added spice with demands for changes or by watching earlier prodding pay off.    ,""Many of the initiatives that were advocated for by our managers resulted in improved performance,"" said Gregg Hymowitz, chief executive officer of EnTrust Global, a large investor with activist managers. ,Through the middle of December, Ackman's Pershing Square Holdings portfolio gained 57%, lifted by investments including Chipotle Mexican Grill Inc (,), where Ackman helped install a new chief executive officer last year. ,Douglas Braunstein's Hudson Executive Capital gained 52% through the end of November, fueled by gains at Cardtronics Plc (,) which gave Braunstein a board seat last year. ,Some investors returned with fresh demands directed at  companies they had previously targeted. Glenn Welling's Engaged Capital, which is up 30% through November, came back to nutrition and weight loss company Medifast Inc (,) while Jana Partners took a second run at restaurant chain Bloomin' Brands Inc (,), which may consider selling itself. Corvex Management is up nearly 20% through the end of November, months after its founder, Keith Meister, joined the board of MGM Resorts International (,). ,Representatives of the funds declined to comment. ,In the United States alone, activists targeted 464 companies this year through mid-December, roughly the same number as last year, data from Activist Insight shows. ,Next year, activists may perform even better, investors and managers said, noting there are plenty of inefficiencies to repair at smaller companies. ,While fresh money many not chase this year's strong returns as investors worry that a recession will hit at some point, investors said they are willing to fund specific campaigns in so-called special purpose vehicles.  ,""Activists are value investors, which are starting to become more in favor,"" said Ken Squire, who runs 13D Monitor and the 13D Activist Fund. ""Over the past 15 years, activists went from being frowned upon to being accepted and now respected.""  ",Business News,12/24/2019 6:10,U.S. activist investors post strong gains as needling companies pays off
"NEW YORK (Reuters) - Oil prices were little changed on Monday as Russia said an OPEC-led producer group may consider easing output cuts next year, offsetting support from some investor optimism that an initial U.S.-China trade deal would be signed soon.  ,Brent crude LCOc1 settled up 25 cents, or 0.4%, at $66.39 after a day of thin trading ahead of the Christmas holiday. West Texas Intermediate CLc1 ended the session up 8 cents, or 0.1%, at $60.52 a barrel. ,The Organization of the Petroleum Exporting Countries and other top producing nations led by Russia agreed this month to extend and deepen output cuts in the first quarter of 2020. ,However, Russian Energy Minister Alexander Novak said on Monday that the group, known as OPEC+, may consider easing the output restrictions at its meeting in March. ,""We can consider any options, including gradual easing of quotas, including continuation of the deal,"" Novak told Russia's RBC TV in an interview recorded last week, adding that Russia's oil output was set to hit a record high this year. ,Non-OPEC global supply is expected to rise next year due to higher output from countries including the United States, Brazil, Norway and Guyana, which became an oil producer last week. ,Another source of more oil could emerge in the coming months after Kuwait indicated that a longstanding dispute over the ""Neutral Zone"" on its border with Saudi Arabia will be resolved by the end of 2019. ,Production at two large oil fields in the Neutral Zone was halted more than three years ago, cutting output by some 500,000 barrels per day.  ,""Oil prices remained soft after Friday's drop that stemmed from the Saudi Arabia and Kuwait deal to resume production along their border ... The short-squeeze on oil may be running out of steam but if WTI and Brent prices can hold $60 and $65 respectively, we could see prices remain supported going into the first few weeks of January,"" said Edward Moya, senior market analyst at OANDA in New York.  ,Oil prices have risen since the United States and China agreed on a so-called Phase 1 trade deal earlier this month following months of tit-for-tat negotiations that unsettled markets. President Donald Trump said on Saturday the United States and China would ""very shortly"" sign the pact. ,Under the pact, the United States is expected to agree to reduce some tariffs in return for a big increase in purchases of U.S. agricultural products by Chinese importers. ,Data showing that U.S. energy companies added the most oil rigs last week since February 2018, primarily in the Permian shale basin, also put pressure on prices.  ,(GRAPHIC: U.S. rig count, crude production - ,)         ",Business News,12/23/2019 1:38,Oil steadies as Russia touts easing OPEC+ output
"LONDON (Reuters) - Cutting interest rates appears to stimulate more than just the economy - Bank of England researchers say an extra 14,500 babies were born in 2009 after the central bank slashed borrowing costs during the global financial crisis. ,Fergus Cumming and Lisa Dettling, the BoE researchers, wanted to see if the influence of central bankers went as far as families considering whether or not to have a baby. ,They estimated that for each one percentage point reduction in benchmark interest rates, birth rates rose by 5% among families paying adjustable-rate mortgages that go up or down along with the BoE's Bank Rate. ,""On average for the UK, a one-percentage-point decline in the policy rate increases birth rates by 2%,"" they said in a paper published on Friday. ,In contrast with Britain, the birth rate in United States fell during the period studied by the researchers, something they linked to the prevalence of fixed-rate mortgages in the United States and the impact of property price declines. ,""Our descriptive comparisons with the U.S. suggest that if more families had been able to obtain a lower interest rate, the U.S. might not have experienced as severe of a 'baby bust' in the Great Recession,"" they said. ",Business News,12/23/2019 11:49,"Monetary stimulus? Low rates mean more babies, Bank of England says"
"ZURICH (Reuters) - Credit Suisse (,) and law firm Homburger will continue their investigation into employee observation at the bank, a spokesman said, after the bank on Monday confirmed a second former executive was tailed. [nL8N28X0TX] ,""We are looking into it,"" a spokesman said. ""For the time being, we have no further indications of additional observations."" ",Business News,12/23/2019 8:26,Credit Suisse surveillance probe to continue
"MOSCOW (Reuters) - Russia must keep to schedule on implementing the Nord Stream 2 gas pipeline link to Europe, a senior Russian senator told state news agency RIA on Saturday, after pipe-laying was suspended due to U.S. sanctions. ,Konstantin Kosachev, chairman of the foreign affairs committee in Russia's upper house, was speaking after Swiss-Dutch firm Allseas said it had suspended work on pipe-laying to avoid U.S. sanctions contained in legislation signed by President Donald Trump on Friday. ",Business News,12/21/2019 10:05,Russia must press on with Nord Stream 2 gas line to Europe: Russian senator
"WEST PALM BEACH, Fla. (Reuters) - President Donald Trump on Saturday said the United States and China would ""very shortly"" sign their so-called Phase One trade pact. ,""We just achieved a breakthrough on the trade deal and we will be signing it very shortly,"" Trump said at a Turning Point USA event in Florida.  ,The Phase One deal was announced earlier this month as part of a bid to end the months-long tit-for-tat trade war between the world's two largest economies, which has roiled markets and hit global growth. ,Under the deal, the United States would agree to reduce some tariffs in exchange for a big jump in Chinese purchases of American farm products. ,Treasury Secretary Steven Mnuchin said last week the pact would be signed in early January, saying that the deal had already been translated and was just undergoing a technical ""scrub."" ",Business News,12/21/2019 23:00,Trump says trade deal with China to be signed 'very shortly'
"(Reuters) - Alphabet Inc's (,) newly instated Chief Executive Officer Sundar Pichai would receive a hefty $240 million in performance-based stock awards over the next three years, the highest ever promised to any executive of the search giant.   ,Pichai would also take home $2 million in annual salary starting 2020, according to a regulatory filing on Friday. That compares with a $1 salary received by Larry Page in the same role last year. (,) ,""In terms of grants related to CEO appointments, it's behind Tim Cook's grant of $376 million when he took over Apple,"" said Amit Batish, marketing manager at Equilar, a firm that tracks executive compensations. ,Google co-founders Page and Sergey Brin stepped down earlier this month as leaders of the internet behemoth they founded 21 years ago, giving Pichai charge of the parent company in addition to his role as the chief of Google.  ,Trusted lieutenant Pichai, who has spent 15 years at Google, is now the public face of a company that is facing criticism from U.S. lawmakers as well as its employees over a number of issues ranging from privacy to monopoly.  ,When he took over as Google's chief in 2015, Pichai drew an annual salary of $652,500. The following year his earnings skyrocketed, thanks to a massive $199 million in stock awards, the highest ever for any Alphabet executive back then.  ,Pichai is widely credited for making the Google chrome browser a success and was seen as a potential successor to Microsoft Corp (,) CEO Steve Ballmer before Satya Nadella took over in February 2014.         ,According to the most recent proxy statement from the company, Pichai earned nearly $1.9 million in 2018, which mostly included the costs for his security and personal use of aircraft. His base salary that year was $650,000. ,Median CEO base salary reached $1.2 million among the largest U.S. companies by revenue in 2018, according to Equilar. ",Technology News,12/20/2019 19:44,"Alphabet grants Pichai largest ever stock award, again"
"WASHINGTON (Reuters) - The U.S. National Highway Traffic Safety Administration is holding talks with General Motors Co (,) on the automaker's petition to deploy a limited number of self-driving vehicles on American roads without steering wheels or other human controls, the head of the agency said on Friday. ,Acting NHTSA Administrator James Owens said his agency aims to make a decision soon on GM's January 2018 petition as well as a request by Softbank Corp-backed (,) driverless delivery startup Nuro to deploy a limited number of low-speed, highly automated delivery vehicles without human occupants.  ,The agency's review comes at a time of heightened concerns about the safety of automated piloting systems in vehicles and aircraft, a potential revolution in ground and air transportation. ,""I expect we're going to be able to move forward with these petitions soon - as soon as we can,"" Owens told Reuters, adding action ""definitely"" would come next year. ,""This will be a big deal because this will be the first such action that will be taken,"" Owens said. ,GM, the No. 1 U.S. automaker, confirmed it has been in talks with NHTSA about the petition. Nuro also confirmed it is in talks with NHTSA. ,GM Chief Executive Mary Barra and U.S. Transportation Secretary Elaine Chao last week met and discussed the petition at a high level, officials said, but significant work remains at the technical level. Owens said NHTSA officials are ""crawling through these petitions because we want to make sure"" they are at least as safe as cars on the roads. ,""There's a lot of back and forth between us and the companies,"" Owens said during a Reuters interview that also included Chao and other Transportation Department officials. ""We're sharing with them thoughts and ideas and concerns. They come back to us with additional information.""  ,Chao said it is important that the NHTSA take its time in reviewing the GM petition. Chao suggested that some auto industry officials and analysts were too optimistic about the timing for deployment of fully autonomous vehicles. ,""I think the complexity was far greater than what a lot of very optimistic advocates were thinking,"" Chao said.  ,In GM's petition, NHTSA is for the first time looking at a vehicle in which all driving decisions are made by a computer rather than a human driver. Nuro, which partnered with Kroger Co (,) last year to deliver groceries, seeks approval not to include a windshield in the vehicle. ,The petitions - formal applications for action by the agency - seek exemptions from U.S. vehicle safety rules largely written decades ago that assumed human drivers would be in control of a vehicle. The petitions are for up to 2,500 vehicles per manufacturer. ,GM initially said it hoped to win approval to deploy the vehicles by the end of this year. But in July its self-driving unit, Cruise, said it was delaying commercial deployment of cars as more testing of the vehicles was required without specifying a new target date. ,Alphabet Inc's (,) Waymo unit this year began offering some rides with no human driver in its limited autonomous ride-hailing service in Arizona, but with steering wheels and employees watching remote feeds of the vehicles' cameras. ,""We're in communication with them about how they are ensuring the safe operation of the vehicle,"" Owens said. ""We will continue having a back and forth with them."" ",Business News,12/20/2019 21:39,Exclusive: U.S. talks with GM over deploying self-driving cars without steering wheels
"NEW YORK (Reuters) - U.S. stocks hit record closing highs again on Friday and the S&P 500 registered its biggest weekly percentage gain since early September after data showed a rise in consumer spending and investors continued to be optimistic about developments in the U.S.-China trade dispute. ,President Donald Trump claimed progress on issues from trade to North Korea and Hong Kong after speaking with Chinese President Xi Jinping, dispelling fears of another escalation in the two countries' trade war. ,The S&P 500 also hit a seventh straight intraday all-time high in its longest streak of record intraday highs since October 2017, and the Nasdaq ended with gains for an eighth session in a row. ,""This time of year tends to be a tailwind for the market,"" said Walter Todd, chief investment officer at Greenwood Capital Associates in Greenwood, South Carolina, who helps manage about $950 million. ,""There's nothing obvious between now and the end of the year that would change the direction we're headed. So it's kind of a melt-up."" ,The Dow Jones Industrial Average , rose 78.13 points, or 0.28%, to 28,455.09, the S&P 500 , gained 15.85 points, or 0.49%, to 3,221.22 and the Nasdaq Composite , added 37.74 points, or 0.42%, to 8,924.96. ,The S&P 500 rose for a fourth straight week, gaining 1.7% for the week, its biggest weekly gain since early September. ,Consumer spending, a key to U.S. economic growth and a major focus for investors, rose 0.4% in November, adding to a string of upbeat data that have helped put a damper on recession fears, which dogged markets earlier this year. ,GRAPHIC: S&P 500 Records - ,(5).jpg ,Volume on U.S. exchanges hit the highest in a year, boosted by ""quadruple witching,"" in which investors unwind positions in futures and options contracts before their expiration. About 11.53 billion shares changed hands on Friday. ,Nike Inc (,) was down 1.2% after the world's largest sportswear maker reported lower-than-expected growth in revenue from North America. ,Cruise operators were among top percentage gainers in the S&P 500, led by Carnival Corp (,), which jumped 7.6% after forecasting a 2020 profit largely above estimates. ,On the flip side, shares of U.S. Steel Corp (,) tumbled 10.8% after the company said it expects a bigger-than-expected fourth-quarter loss. ,The recent record run could make it harder for stocks to rally once the next earnings season begins, Todd said, noting that ""there could be increased volatility."" ,Advancing issues outnumbered declining ones on the NYSE by a 1.60-to-1 ratio; on Nasdaq, a 1.39-to-1 ratio favored advancers. ,The S&P 500 posted 77 new 52-week highs and no new lows; the Nasdaq Composite recorded 199 new highs and 38 new lows. ",Business News,12/20/2019 12:23,"S&P 500 posts biggest weekly percent gain since September amid data, trade optimism"
"LONDON (Reuters) - Britain's new government named Andrew Bailey as the Bank of England's next boss on Friday, entrusting a veteran regulator and technocrat with steering the economy and its vast finance industry through Brexit. ,During a 30-year stint at the BoE, Bailey helped shore up the banking system against the global financial crisis. Since 2016 he has led the industry's watchdog, the Financial Conduct Authority. ,Finance minister Sajid Javid called him ""the stand-out candidate"" as Britain maps out its future outside the EU, and he hailed Bailey's role in quelling the 2008-09 crisis. ,""It is a tribute to his integrity and his character that he emerged from that... with his reputation enhanced in Whitehall, in the City of London and in financial capitals,"" Javid said. ,Bailey, who has sought to present a neutral stance on Brexit, said he was honored to succeed Mark Carney ""particularly at such a critical time for the nation as we leave the European Union."" ,Britain had delayed the appointment since 2018 as it focused on its tortuous EU departure and on an election emphatically won last week by Prime Minister Boris Johnson. ,Bailey was an early front-runner for the job but as the announcement was pushed back, his chances seemed to have dimmed, with his critics accusing him of pulling his punches at the FCA. ,Supporters say he knows how to use the BoE's sweeping powers without alienating bankers, and his financial crisis role makes him familiar to top officials at other major central banks. ,""When he was in the room you were confident you had someone who was worth listening to and, importantly, also had the solution to what the problem might be,"" a former official involved in the crisis said, speaking on condition of anonymity. ,The 60-year-old will serve an eight-year term starting on March 16. Carney has delayed his scheduled Jan. 31 departure until then.  ,Bailey beat other candidates recently seen as more likely to get the BoE's top job - and its 495,000 pounds a year - including another former deputy governor, Minouche Shafik, who now heads the London School of Economics. ,The Financial Times said Johnson rejected Shafik because of her critical views on Brexit. ,Bailey is viewed as pro-European but routinely starts his speeches by saying the FCA takes no position on Brexit. He has also said Britain, home to Europe's largest financial center, must not become a ""taker"" of EU rules after it leaves the bloc. ,Bailey ""should be an appointment that is above the political fray... a good choice, a steady choice,"" said Nomura economist George Buckley. ,Bailey's ousted FCA predecessor Martin Wheatley had a reputation for plain speaking, leading to suggestions that then finance minister George Osborne forced him out to appoint someone less confrontational. ,On Bailey's watch, the FCA last year fined Jes Staley, chief executive of Barclays, 1.1 million pounds ($1.43 million) after he tried to identify a whistleblower. Lawmakers said the penalty was too lenient. ,Bailey has also been criticized for not publishing in full a report into alleged misconduct by another British bank, RBS. He cited privacy restrictions. ,His chances of getting the BoE job were seen to have been further dented with the suspension of the Woodford equity fund, popular with retail clients who now face large losses. ,Prominent anti-Brexit campaigner Gina Miller, who works for wealth management firm SCM Direct, accused Bailey of being too slow to stop the rot at Woodford. ,""If you look at all the things on his watch, the culture has been to do things at the very last minute,"" she said. ,Bailey has said the FCA's actions were limited by EU rules. ,Born in the central English city of Leicester, his father was a school headmaster and his mother a magistrate ""so it's no surprise I ended up like this,"" he told the Sunday Times in 2016, laughing at his low-key style which stands in contrast to the high-profile approach of Carney. ,""Andrew Bailey doesn't immediately make one think of Che Guevara,"" Sam Woods, a BoE deputy governor, said in 2016. ""But Andrew has been right at the forefront of the revolution in prudential regulation."" ,Opposition Labour Party finance head John McDonnell called Bailey ""an establishment figure with what some consider is a less than inspiring record"" and said he would have to show quickly he could tackle Britain's economic problems. ,Bailey helped the BoE contain fallout from the 1995 collapse of investment bank Barings and was private secretary to former governor Eddie George in the second half of the 1990s, when the BoE was given operational independence to set rates. ,That experience should help Bailey counter questions about his lack of experience on monetary policy. He could also take advice from his American wife, Cheryl Schonhardt-Bailey, an author and editor of several books on monetary policy and trade. ",Business News,12/20/2019 8:56,Veteran watchdog Bailey to guide Bank of England through Brexit
"WASHINGTON (Reuters) - U.S. Trade Representative Robert Lighthizer was looking forward to some holiday peace and quiet after wrapping up trade deals with the United States' most important trading partners - China, Mexico, and Canada - last week.  ,Instead, the long-standing member of President Donald Trump's inner circle who normally eschews public appearances found himself doing wall-to-wall interviews, scrambling to correct a misunderstanding with the Mexican government and taking heat from his fellow Republicans in Congress. ,The conservative Wall Street Journal carried an opinion piece that said the Trump administration had bowed to ""politically managed trade"" in agreeing to Democratic demands to revamp the new U.S.-Mexico-Canada Agreement (USMCA), while former USTR officials and investment analysts panned the Phase 1 U.S.-China trade deal as falling far short of expectations. ,Lighthizer, 72, is an anomaly in today's hyper-partisan Washington, a powerful member of Trump's White House who has won sometimes grudging praise from Democrats and Republicans, while keeping the ear and respect of the president throughout.      ,The USTR chief was ""the most present person from this administration that I have seen in my three years in Congress,"" said U.S. Representative Jimmy Panetta, a Democrat. ""He was all over the place, and I think that helped out quite a bit."" ,Richard Trumka, the president of the AFL-CIO labor union, whose support for USMCA was critical to ensuring congressional backing, called Lighthizer ""an honorable man,"" adding, ""I've worked with him for 35, 40 years, and we've always been able to work deals out because I know when he tells me something, it's good."" ,The USMCA, which will replace the North American Free Trade Agreement, and the China trade deal were two of Trump's top priorities, and landing them both in the same week was a public relations triumph.  ,But the efforts to reel in those deals took longer and proved harder than expected, and triggered further questions. ,Critics say some of that is a byproduct of Lighthizer's tight-fisted negotiating style. Congressional sources and former U.S. government officials say he is always well-prepared, but can appear arrogant and unwilling to delegate. ,Lighthizer is also prone to slamming down the phone in anger, Representative Richard Neal, the Democratic chairman of the U.S. House of Representatives Ways and Means Committee, told reporters last week. ,Tasked with resetting the main U.S. trading relationships in the world to reflect the Trump administration's conviction that the United States has been taken advantage of for years, Lighthizer has taken to the job like a duck to water.  ,There is little daylight between Trump and the Georgetown University-educated Ohio native on the key planks of an ""America First"" policy that is aimed at rebalancing the global trading arena in favor of U.S. workers and companies. ,Lighthizer, who was a deputy trade negotiator in the Reagan administration in the 1980s, honed his views during a lengthy career as a private international trade lawyer. Among his clients were U.S. steel companies struggling to compete against heavily subsidized imports from China.  ,He ""understands the president better than most,"" and wants to significantly change the way trade is done, a veteran U.S. trade negotiator said on condition of anonymity. ,Dismantling the World Trade Organization, moving away from multilateral trade agreements and using steel and aluminum tariffs to punish countries accused of hurting U.S. industry are policies Lighthizer accepts, the source said.  ,But it's his negotiating style as well as that of others in the Trump administration that has generated much criticism. ,The Trump trade team often refuses to commit negotiations to paper while discussions are underway, according to multiple congressional sources, and Lighthizer, unlike his predecessors, has clamped down on background conversations with reporters. ,That can lead to misunderstandings and confusion.  ,For instance, Lighthizer insists the first phase of the U.S.-China trade deal is completely ""done,"" but Beijing has not confirmed details , released by U.S. officials, leaving markets and key affected industrial sectors befuddled.  ,It could be weeks before the 86-page agreement is translated into Chinese and further details are released.  ,Several Chinese officials this week said the wording of the deal remained a delicate issue and care was needed to ensure expressions used in text did not re-escalate tensions, raising concerns it could still unravel. ,Jorge Guajardo, a former Mexican ambassador to China who is now a senior director at McLarty Associates, said both the dust-up with the Mexicans over U.S. plans to monitor changes to Mexican labor rules, and the delayed release of the text of the China deal raised questions about how Lighthizer operated.  ,""Both Mexico and China seem to have been caught off guard,"" Guajardo said. ""It's troubling. It does indicate a bit of a pattern on the U.S. side of presenting different agreements than their parties think they agreed to."" ,Harry Broadman, a former senior USTR official, said there was no reason the Mexico issue should have spilled into public view. Announcing the trade deal with China before the text was translated was also unusual, he said. ,""That is not the procedure usually followed in trade negotiations worldwide. Usually you speak after you have something in writing, and both sides release it,"" Broadman said. ,An apologetic Lighthizer, speaking on Fox Business Network on Tuesday, said the Mexico situation was a ""last-minute snag"" and ""a misunderstanding ... that was easily taken care of."" ,Lighthizer also came under fire from fellow Republicans for dropping a 10-year data protection provision for certain pharmaceuticals from USMCA. ,U.S. Senator Pat Toomey, a Pennsylvania Republican and fierce USMCA critic, said on Thursday it was a major setback for a ""very, very exciting new category of medicines"" and would make it harder for U.S. drug makers to recoup heavy investment costs. ,Lighthizer conceded on Fox Business Network it ""was a step backwards"" but said it was a needed compromise to ensure congressional support from the Democratic-controlled House. ,Ultimately, Trump was the one who wanted to get the China deal done ahead of Dec. 15, when a new set of tariffs were due to kick in, said Christian Whiton, a fellow at the Center for the National Interest think tank in Washington and a member of Trump's transition team after the 2016 election.   ,At the end of the day, ""Lighthizer is a lawyer and Trump is his client,"" Whiton said. Under pressure to get a deal done ""it is entirely possible (Lighthizer) came back with something that is half-baked,"" he said.  ,Lighthizer, battling laryngitis, briefed reporters about the U.S.-China trade deal on Dec. 13. He conceded there was hard work ahead and that its success was up to China, adding that he had Trump's backing. ,""The deal's done when the deal's done,"" he said. ""I would walk away on a matter of significance absolutely a minute before (it's done), and the important thing is that everybody knows it. And I know the president would – so I don't have to worry about that."" ,Already, he's gearing up for the next trade battle in Europe, over aircraft subsidies, digital tax plans and the Geneva-based WTO. ""I live in a target-rich environment, so there's a lot to do,"" he quipped. ",Business News,12/20/2019 6:12,Two deals in pocket but no holiday cheer for U.S. trade chief Lighthizer
